anio,id_departamento,clae6,Empleo_Varones,Empleo_Mujeres,Establecimientos_Varones,Establecimientos_Mujeres,empresas_exportadoras
2021,62021,466310,10,2,1,1,0
2021,62021,466320,9,2,2,2,0
2021,62021,466330,5,1,1,1,0
2021,62021,466360,7,1,2,1,0
2021,62021,466399,18,6,3,3,0
2021,62021,469090,35,15,11,7,0
2021,62021,471110,81,75,2,2,4
2021,62021,471120,663,431,30,27,16
2021,62021,471130,55,50,23,20,0
2021,62021,471190,27,29,19,19,0
2021,62021,471900,9,5,4,2,0
2021,62021,472111,1,3,1,2,0
2021,62021,472112,2,5,2,3,0
2021,62021,472120,20,36,12,20,0
2021,62021,472130,29,3,14,3,0
2021,62021,472140,56,20,18,14,0
2021,62021,472150,2,7,1,4,0
2021,62021,472160,64,34,20,15,0
2021,62021,472171,34,45,13,13,0
2021,62021,472172,19,21,6,7,0
2021,62021,472190,53,47,23,21,0
2021,62021,472200,5,2,3,1,0
2021,62021,473000,190,81,24,13,0
2021,62021,474010,147,55,11,4,0
2021,62021,474020,3,11,3,6,0
2021,62021,475190,1,15,1,6,0
2021,62021,475220,30,5,7,3,0
2021,62021,475230,54,16,23,10,0
2021,62021,475240,43,10,11,6,0
2021,62021,475250,28,10,6,5,0
2021,62021,475260,23,2,6,2,0
2021,62021,475290,239,70,16,12,0
2021,62021,475300,84,26,11,7,0
2021,62021,475410,22,7,6,3,0
2021,62021,475430,30,13,6,2,0
2021,62021,475440,8,10,6,8,0
2021,62021,475490,7,3,1,1,0
2021,62021,476110,6,7,5,3,0
2021,62021,476130,36,40,11,13,0
2021,62021,476200,3,1,2,1,0
2021,62021,476310,9,9,4,3,0
2021,62021,476400,1,10,1,3,0
2021,62021,477140,34,50,12,11,0
2021,62021,477150,1,12,1,5,0
2021,62021,477190,49,171,22,76,0
2021,62021,477210,14,67,9,21,0
2021,62021,477220,6,37,5,15,0
2021,62021,477310,45,176,22,40,0
2021,62021,477320,4,7,2,4,0
2021,62021,477330,2,7,1,5,0
2021,62021,477410,13,8,6,6,0
2021,62021,477440,14,4,7,4,0
2021,62021,477450,52,22,7,3,0
2021,62021,477460,11,1,4,1,0
2021,62021,477470,41,29,14,10,0
2021,62021,477490,56,65,22,27,2
2021,62021,478010,1,1,1,1,0
2021,62021,479900,18,17,2,1,0
2021,62021,491120,29,8,2,1,0
2021,62021,492110,212,10,2,2,0
2021,62021,492120,45,5,36,4,0
2021,62021,492130,23,5,3,2,0
2021,62021,492150,95,8,6,3,0
2021,62021,492180,346,53,31,9,0
2021,62021,492190,79,6,10,2,0
2021,62021,492229,87,7,2,2,0
2021,62021,492280,23,2,7,2,0
2021,62021,492290,138,12,30,8,2
2021,62021,502101,78,55,6,7,0
2021,62021,511000,120,35,10,8,4
2021,62021,523090,13,3,4,1,1
2021,62021,524310,1,2,1,1,0
2021,62021,524330,3,1,1,1,0
2021,62021,524390,26,3,3,2,0
2021,62021,530010,69,19,8,4,0
2021,62021,551021,2,2,1,1,0
2021,62021,551022,998,978,73,75,0
2021,62021,551023,641,749,89,127,0
2021,62021,551090,53,64,21,34,0
2021,62021,552000,22,18,11,9,0
2021,62021,561011,429,327,78,82,1
2021,62021,561012,69,65,13,12,0
2021,62021,561013,86,117,12,13,2
2021,62021,561014,67,42,5,5,0
2021,62021,561019,254,229,73,73,0
2021,62021,561020,19,33,9,12,0
2021,62021,561030,35,41,15,15,0
2021,62021,562010,23,13,7,5,0
2021,62021,562091,3,2,2,1,0
2021,62021,562099,3,2,3,2,0
2021,62021,581300,8,3,3,3,0
2021,62021,591110,3,4,1,1,0
2021,62021,601000,4,2,2,2,0
2021,62021,602100,19,10,2,1,0
2021,62021,602200,48,23,4,3,0
2021,62021,602310,31,10,3,3,0
2021,62021,611090,28,8,2,3,4
2021,62021,612000,22,21,4,2,2
2021,62021,613000,2,2,1,1,0
2021,62021,614010,5,2,2,2,0
2021,62021,614090,18,1,2,1,0
2021,62021,619000,6,3,2,1,0
2021,62021,620100,9,3,7,3,0
2021,62021,620300,1,1,1,1,0
2021,62021,620900,6,3,4,3,1
2021,62021,641930,81,75,15,16,0
2021,62021,641941,1,2,1,1,0
2021,62021,649220,9,3,3,2,0
2021,62021,649290,4,25,4,10,0
2021,62021,649999,1,1,1,1,0
2021,62021,651110,4,16,3,4,0
2021,62021,651120,1,1,1,1,0
2021,62021,651210,35,14,4,3,0
2021,62021,651220,21,11,7,5,1
2021,62021,651310,38,84,12,21,0
2021,62021,661920,1,3,1,1,0
2021,62021,661991,1,2,1,1,0
2021,62021,661999,2,3,2,2,0
2021,62021,662020,17,40,9,22,0
2021,62021,681010,1,3,1,2,0
2021,62021,681020,1,1,1,1,0
2021,62021,681098,103,92,52,38,0
2021,62021,681099,8,2,3,2,2
2021,62021,682010,10,8,9,5,0
2021,62021,682091,3,7,3,4,0
2021,62021,682099,16,11,10,10,0
2021,62021,691001,11,25,7,18,0
2021,62021,691002,4,16,2,11,0
2021,62021,692000,19,81,13,41,0
2021,62021,702091,16,10,8,6,0
2021,62021,702092,30,9,7,3,0
2021,62021,702099,7,2,5,2,0
2021,62021,711001,68,4,13,3,0
2021,62021,711003,3,1,2,1,0
2021,62021,711009,33,10,10,6,2
2021,62021,712000,5,5,1,2,0
2021,62021,721010,12,3,4,2,3
2021,62021,721090,3,1,1,1,0
2021,62021,731001,22,11,1,1,0
2021,62021,731009,8,2,5,1,0
2021,62021,742000,3,2,3,2,0
2021,62021,749009,2,1,1,1,0
2021,62021,771110,65,16,26,10,0
2021,62021,771190,10,5,2,3,0
2021,62021,771290,7,2,3,2,0
2021,62021,772091,7,4,3,3,0
2021,62021,772099,63,12,6,4,0
2021,62021,773090,2,1,2,1,0
2021,62021,780000,76,59,8,5,0
2021,62021,791100,68,70,25,26,0
2021,62021,791200,11,10,3,4,0
2021,62021,791901,33,9,6,4,0
2021,62021,791909,172,77,23,15,0
2021,62021,801010,32,4,1,1,2
2021,62021,801090,200,20,19,7,0
2021,62021,812010,65,95,17,23,0
2021,62021,812090,16,8,4,2,0
2021,62021,822000,1,1,1,1,0
2021,62021,823000,8,5,2,3,0
2021,62021,829100,9,17,4,4,0
2021,62021,829900,149,30,14,10,4
2021,62021,841100,1,8,1,1,0
2021,62021,841900,24,14,3,4,0
2021,62021,842500,6,2,1,1,0
2021,62021,851020,268,995,31,40,0
2021,62021,852100,74,110,7,7,0
2021,62021,852200,70,46,2,2,0
2021,82126,108000,32,6,1,1,2
2021,82126,141199,11,4,3,2,0
2021,82126,170201,5,2,1,1,0
2021,82126,181200,1,1,1,1,0
2021,82126,201220,13,4,1,2,0
2021,82126,221909,17,2,1,1,2
2021,82126,222090,30,9,4,3,4
2021,82126,231090,7,1,1,1,0
2021,82126,239410,4,1,1,1,0
2021,82126,239593,43,1,2,1,0
2021,82126,241009,12,2,1,1,2
2021,82126,251102,97,4,2,1,0
2021,82126,271010,84,18,4,3,3
2021,82126,272000,20,5,2,2,0
2021,82126,281900,79,5,2,2,2
2021,82126,282120,64,7,7,4,6
2021,82126,282500,169,17,3,3,4
2021,82126,282909,10,1,4,1,0
2021,82126,292000,10,7,2,1,0
2021,82126,293090,41,1,3,1,0
2021,82126,310010,21,11,7,4,0
2021,82126,310030,4,2,1,1,0
2021,82126,329090,104,14,5,2,7
2021,82126,331210,1,2,1,1,0
2021,82126,351320,3,1,1,1,0
2021,82126,360010,19,4,3,2,0
2021,82126,382020,9,1,1,1,0
2021,82126,410011,21,1,5,1,0
2021,82126,421000,26,3,4,2,0
2021,82126,432200,2,1,1,1,0
2021,82126,451110,39,7,3,2,0
2021,82126,451210,1,1,1,1,0
2021,82126,452600,18,1,3,1,0
2021,82126,452990,12,1,9,1,0
2021,82126,454010,4,1,2,1,0
2021,82126,461011,590,113,27,18,21
2021,82126,461021,20,1,2,1,0
2021,82126,461039,3,1,2,1,0
2021,82126,461040,8,3,1,1,0
2021,82126,461094,12,2,2,1,0
2021,82126,462131,12,1,2,1,1
2021,82126,463129,2,3,1,1,0
2021,82126,463154,18,5,2,2,0
2021,82126,463170,1,1,1,1,0
2021,82126,463199,40,13,6,2,0
2021,82126,464111,24,6,3,2,0
2021,82126,465310,8,1,4,1,0
2021,82126,466200,6,1,1,1,0
2021,82126,466350,7,1,1,1,0
2021,82126,466399,54,11,2,1,0
2021,82126,466932,33,6,5,3,0
2021,82126,469010,8,1,2,1,0
2021,82126,469090,4,1,3,1,0
2021,82126,471120,81,83,16,20,2
2021,82126,471130,10,20,4,11,0
2021,82126,471190,1,14,1,11,0
2021,82126,472111,13,2,3,2,0
2021,82126,472120,5,7,4,4,0
2021,82126,472130,2,3,2,1,0
2021,82126,472160,3,3,2,2,0
2021,82126,472171,11,10,5,6,0
2021,82126,472190,21,17,6,9,0
2021,82126,472200,15,1,4,1,0
2021,82126,473000,86,41,13,11,0
2021,82126,475230,64,21,14,9,0
2021,82126,475240,8,2,3,2,0
2021,82126,475290,22,5,13,5,0
2021,82126,475300,23,18,10,9,0
2021,82126,475410,1,2,1,2,0
2021,82126,475430,13,5,3,3,0
2021,82126,475440,1,3,1,3,0
2021,82126,475490,12,9,4,4,0
2021,82126,476130,3,16,1,6,0
2021,82126,476310,1,2,1,1,0
2021,82126,477190,1,23,1,18,0
2021,82126,477310,5,42,5,26,0
2021,82126,477440,20,2,2,2,0
2021,82126,477490,1,2,1,2,0
2021,82126,491200,36,1,2,1,0
2021,82126,492120,13,1,4,1,0
2021,82126,492221,46,2,21,2,0
2021,82126,492229,41,2,24,2,0
2021,82126,492240,26,1,9,1,0
2021,82126,492290,151,17,46,8,0
2021,82126,523090,5,1,4,1,0
2021,82126,530010,32,5,11,4,0
2021,82126,561011,1,4,1,2,0
2021,82126,561019,1,1,1,1,0
2021,82126,561020,1,5,1,3,0
2021,82126,602100,3,2,1,1,0
2021,82126,602200,23,7,5,3,0
2021,82126,602310,22,7,3,3,0
2021,82126,611090,21,13,6,4,2
2021,82126,614010,7,2,3,2,0
2021,82126,620900,4,2,1,1,0
2021,82126,641930,46,43,14,16,0
2021,82126,651310,8,18,3,9,0
2021,82126,662020,10,13,4,7,0
2021,82126,681098,3,4,1,4,0
2021,82126,681099,28,9,15,6,0
2021,82126,682091,4,1,2,1,0
2021,82126,691001,3,7,1,5,0
2021,82126,692000,12,51,7,25,0
2021,82126,702099,10,4,2,2,0
2021,82126,711003,12,6,4,2,1
2021,82126,711009,12,6,4,2,0
2021,82126,712000,3,1,1,1,0
2021,82126,731009,1,1,1,1,0
2021,82126,750000,4,5,4,3,0
2021,82126,780000,105,9,5,4,0
2021,82126,801090,7,2,4,1,0
2021,82126,812010,4,21,2,8,0
2021,82126,829900,11,5,3,4,0
2021,82126,841100,1,5,1,1,0
2021,82126,841900,3,4,2,2,0
2021,82126,851020,11,133,5,7,0
2021,82126,852100,73,258,8,8,0
2021,82126,852200,5,1,1,1,0
2021,82126,861010,4,45,2,2,0
2021,82126,861020,3,43,1,1,0
2021,82126,862110,1,3,1,3,0
2021,82126,863110,1,8,1,7,0
2021,82126,863120,1,5,1,1,0
2021,82126,864000,9,21,4,3,0
2021,82126,869010,1,2,1,1,0
2021,82126,869090,11,31,5,16,0
2021,82126,870210,2,17,2,3,0
2021,82126,931010,18,5,6,3,0
2021,82126,941200,1,15,1,4,0
2021,82126,942000,12,18,7,12,0
2021,82126,949100,5,25,1,3,0
2021,82126,949910,18,28,8,7,0
2021,82126,949930,4,3,2,2,0
2021,82126,949990,106,125,27,41,0
2021,82126,960201,1,1,1,1,0
2021,82126,960300,2,1,2,1,0
2021,82126,960990,3,4,2,4,0
2021,82133,11119,43,1,17,1,1
2021,82133,11211,66,4,25,4,0
2021,82133,14113,321,12,122,11,0
2021,82133,14114,30,2,10,1,0
2021,82133,101011,114,10,2,2,0
2021,82133,107129,8,4,3,2,0
2021,82133,108000,45,3,2,1,0
2021,82133,139204,2,1,1,1,0
2021,82133,201220,13,1,2,1,0
2021,82133,310010,52,7,7,4,0
2021,82133,351320,2,1,1,1,0
2021,82133,360010,21,9,3,3,0
2021,82133,421000,4,1,3,1,0
2021,82133,429090,54,4,5,2,0
2021,82133,431210,19,4,2,1,0
2021,82133,452990,7,1,5,1,0
2021,82133,453291,4,1,1,1,0
2021,82133,461011,59,11,2,2,0
2021,82133,461021,15,1,3,1,0
2021,82133,461032,30,4,2,1,0
2021,82133,464320,1,1,1,1,1
2021,82133,464340,11,4,2,3,0
2021,82133,466110,9,4,2,1,0
2021,82133,469090,28,4,1,1,0
2021,82133,471120,21,15,11,6,0
2021,82133,471130,19,9,10,4,0
2021,82133,471190,3,4,3,2,0
2021,82133,471900,13,9,1,1,0
2021,82133,472120,2,2,2,1,0
2021,82133,472171,11,5,5,3,0
2021,82133,472190,9,6,5,4,0
2021,82133,472200,12,1,3,1,0
2021,82133,473000,76,14,10,6,0
2021,82133,475300,71,21,12,10,0
2021,82133,475420,1,1,1,1,0
2021,82133,475430,4,2,1,1,0
2021,82133,477140,1,1,1,1,0
2021,82133,477190,4,16,2,13,0
2021,82133,477220,2,4,2,2,0
2021,82133,477230,1,1,1,1,0
2021,82133,477310,8,27,5,18,0
2021,82133,477430,1,1,1,1,0
2021,82133,492120,2,1,2,1,0
2021,82133,492150,2,1,2,1,0
2021,82133,492229,39,1,9,1,0
2021,82133,492230,17,2,6,2,0
2021,82133,492290,89,5,23,4,0
2021,82133,530010,7,9,4,3,0
2021,82133,561019,2,4,1,1,0
2021,82133,561030,2,4,2,2,0
2021,82133,602310,7,3,2,1,0
2021,82133,641930,37,20,8,7,0
2021,82133,649290,1,1,1,1,0
2021,82133,651310,1,3,1,1,0
2021,82133,662020,1,4,1,3,0
2021,82133,691001,4,2,2,2,0
2021,82133,691002,2,1,2,1,0
2021,82133,692000,2,10,2,7,0
2021,82133,702092,8,3,6,1,0
2021,82133,812010,19,4,1,4,0
2021,82133,851020,61,228,5,8,0
2021,82133,852100,61,107,5,5,0
2021,82133,852200,36,60,3,3,0
2021,82133,854910,1,3,1,1,0
2021,82133,854990,26,39,2,3,0
2021,82133,861010,1,15,1,1,0
2021,82133,863110,1,1,1,1,0
2021,82133,869090,5,13,2,3,0
2021,82133,920001,3,7,3,5,0
2021,82133,931010,2,1,2,1,0
2021,82133,942000,2,2,2,1,0
2021,82133,949990,16,23,8,12,0
2021,82133,960300,5,1,2,1,0
2021,82133,990000,3,5,1,1,0
2021,86007,11211,7,2,5,1,2
2021,86007,14990,7,1,1,1,0
2021,86007,16112,2,1,2,1,0
2021,86007,471120,1,1,1,1,0
2021,86007,471130,8,1,2,1,0
2021,86007,472171,1,1,1,1,0
2021,86007,473000,9,2,3,1,0
2021,86007,561019,2,1,1,1,0
2021,86007,852100,3,3,1,1,0
2021,86007,854940,6,23,1,1,0
2021,86007,949990,8,4,2,2,0
2021,86014,11119,9,2,2,1,2
2021,86014,11211,52,5,12,2,1
2021,86014,14113,116,10,13,5,1
2021,86014,14114,5,1,1,1,0
2021,86014,22010,8,1,1,1,0
2021,86014,202101,7,1,1,1,2
2021,86014,422200,6,1,2,1,0
2021,86014,462132,2,1,1,1,0
2021,86014,466932,6,2,1,1,0
2021,86014,471120,8,11,1,3,0
2021,86014,471130,2,3,1,1,0
2021,86014,472120,2,1,2,1,0
2021,86014,473000,16,2,2,2,0
2021,86014,477310,1,4,1,2,0
2021,86014,852100,28,15,2,1,0
2021,86014,949990,7,2,3,2,0
2021,86021,473000,5,1,1,1,0
2021,86021,475290,1,1,1,1,0
2021,86021,852100,26,16,1,1,0
2021,86028,13011,27,4,1,1,2
2021,86028,466110,43,17,1,1,0
2021,86028,471130,34,2,2,1,0
2021,86028,471190,1,2,1,1,0
2021,86028,473000,8,6,1,1,0
2021,86028,475290,2,1,1,1,0
2021,86028,477310,2,6,2,2,0
2021,86028,491110,9,2,2,1,0
2021,86028,551022,3,3,1,1,0
2021,86028,551023,2,2,1,1,0
2021,86028,561011,2,6,1,1,0
2021,86028,641930,2,2,1,1,0
2021,86028,812090,1,1,1,1,0
2021,86028,852200,17,14,1,1,0
2021,86035,11211,26,1,12,1,2
2021,86035,11501,99,1,32,1,0
2021,86035,14113,78,4,16,4,0
2021,86035,14114,4,2,2,1,0
2021,86035,14115,20,1,1,1,0
2021,86035,103011,62,5,2,1,0
2021,86035,103099,4,1,1,1,2
2021,86035,105090,34,3,3,1,1
2021,86035,106131,3,1,1,1,0
2021,86035,107121,16,5,2,3,0
2021,86035,107129,60,27,18,15,0
2021,86035,107420,45,7,1,1,0
2021,86035,107999,22,2,3,2,0
2021,86035,110411,75,8,1,1,0
2021,86035,110420,89,3,1,1,2
2021,86035,110492,113,10,3,1,3
2021,86035,131110,103,8,4,1,1
2021,86035,131202,76,2,1,1,2
2021,86035,139203,13,1,1,1,0
2021,86035,139209,424,150,1,1,0
2021,86035,139900,14,22,1,1,0
2021,86035,151100,13,1,1,1,2
2021,86035,162909,114,16,1,1,0
2021,86035,181101,20,2,1,1,0
2021,86035,222090,11,4,2,1,0
2021,86035,239201,13,1,1,1,0
2021,86035,239510,9,2,1,1,0
2021,86035,239592,557,23,7,4,0
2021,86035,239900,5,1,1,1,0
2021,86035,251102,36,1,1,1,0
2021,86035,259993,3,2,2,2,0
2021,86035,282400,7,1,1,1,0
2021,86035,360020,4,1,2,1,0
2021,86035,410011,201,2,10,2,0
2021,86035,410021,259,18,20,8,1
2021,86035,421000,522,40,16,5,0
2021,86035,422200,83,2,4,1,0
2021,86035,429090,13,2,3,1,0
2021,86035,431210,11,3,1,1,0
2021,86035,432190,53,3,3,2,0
2021,86035,451110,17,2,3,2,0
2021,86035,452220,4,1,2,1,0
2021,86035,452990,38,6,14,4,0
2021,86035,453100,14,1,4,1,0
2021,86035,453210,14,2,4,2,0
2021,86035,453291,35,4,14,3,0
2021,86035,453292,3,1,2,1,0
2021,86035,454010,6,1,3,1,0
2021,86035,461099,5,1,2,1,0
2021,86035,463112,27,2,1,1,0
2021,86035,463121,1,1,1,1,0
2021,86035,463129,2,6,2,1,0
2021,86035,463160,40,14,3,5,0
2021,86035,463180,40,7,2,3,2
2021,86035,463191,16,1,2,1,0
2021,86035,463199,30,2,8,1,0
2021,86035,463219,17,1,2,1,0
2021,86035,463220,111,6,1,1,0
2021,86035,464310,6,7,2,3,0
2021,86035,464920,14,6,4,5,0
2021,86035,464940,10,4,1,1,0
2021,86035,466121,43,2,2,1,0
2021,86035,466330,16,2,3,2,0
2021,86035,466399,119,22,4,5,0
2021,86035,469090,36,10,7,5,0
2021,86035,471110,101,109,2,2,2
2021,86035,471120,56,19,15,12,0
2021,86035,471130,21,5,6,3,0
2021,86035,471190,3,8,3,5,0
2021,86035,472111,5,1,4,1,0
2021,86035,472120,20,7,7,5,0
2021,86035,472130,35,1,12,1,0
2021,86035,472140,8,2,4,2,0
2021,86035,472171,18,18,8,9,0
2021,86035,472190,89,17,15,10,0
2021,86035,473000,184,48,19,13,0
2021,86035,474010,2,11,2,3,0
2021,86035,474020,4,4,2,3,0
2021,86035,475120,26,12,1,1,0
2021,86035,475230,59,13,16,6,0
2021,86035,475240,12,2,5,2,0
2021,86035,475260,4,1,1,1,0
2021,86035,475270,5,3,1,1,0
2021,86035,475290,87,2,15,2,0
2021,86035,475300,28,7,5,4,0
2021,86035,475410,15,6,3,1,0
2021,86035,475440,7,3,3,2,0
2021,86035,475490,20,4,5,2,0
2021,86035,476130,4,4,3,4,0
2021,86035,476400,3,8,2,3,0
2021,86035,477140,12,6,3,2,0
2021,86035,477190,12,39,5,18,0
2021,86035,477220,9,7,4,4,0
2021,86035,477230,5,1,1,1,0
2021,86035,477310,49,85,13,17,0
2021,86035,477320,4,18,4,6,0
2021,86035,477410,2,7,1,5,0
2021,86035,477440,29,6,4,2,0
2021,86035,477470,2,4,2,1,0
2021,86035,477490,8,5,5,4,0
2021,86035,491110,18,1,3,1,0
2021,86035,491200,85,2,3,2,0
2021,86035,492150,25,2,3,1,0
2021,86035,492290,36,7,9,2,0
2021,86035,530010,14,3,3,2,0
2021,86035,551023,1,2,1,2,0
2021,86035,561011,3,2,2,2,0
2021,86035,561019,51,67,7,16,0
2021,86035,561020,3,2,2,1,0
2021,86035,562099,15,10,2,2,0
2021,86035,602100,4,1,1,1,0
2021,86035,641930,26,24,7,8,0
2021,86035,641941,1,2,1,1,0
2021,86035,649290,2,3,1,2,0
2021,86035,651310,28,46,6,8,0
2021,86035,681098,3,5,2,3,0
2021,86035,681099,22,10,1,1,0
2021,86035,691002,1,2,1,2,0
2021,86035,692000,1,2,1,2,0
2021,86035,702092,10,5,5,2,0
2021,86035,711009,27,4,6,3,4
2021,86035,780000,30,2,2,1,0
2021,86035,801090,107,7,7,3,0
2021,86035,812010,15,16,8,6,0
2021,86035,812090,50,27,4,3,0
2021,86035,829100,2,1,1,1,0
2021,86035,829900,20,8,6,3,0
2021,86035,841900,9,4,3,2,0
2021,86035,851020,36,84,3,4,0
2021,86035,852100,31,52,1,1,0
2021,86035,853100,3,12,1,1,0
2021,86035,854940,20,99,4,5,0
2021,86035,863120,8,7,2,3,0
2021,86035,863300,5,52,2,4,0
2021,86035,869090,36,113,9,20,0
2021,86035,939090,2,6,1,1,0
2021,86035,941100,3,2,2,2,0
2021,86035,942000,13,4,6,3,0
2021,86035,949990,85,151,6,4,0
2021,86035,952990,6,1,1,1,0
2021,86035,960300,13,6,2,4,0
2021,86035,960990,5,1,3,1,0
2021,86042,11111,6,2,1,2,3
2021,86042,11119,72,2,26,1,0
2021,86042,11211,162,4,53,4,0
2021,86042,14113,16,1,9,1,0
2021,86042,14990,9,1,1,1,0
2021,86042,16111,22,2,10,2,0
2021,86042,104011,22,6,2,3,5
2021,86042,104013,11,3,1,1,2
2021,86042,107129,4,1,3,1,0
2021,86042,131110,111,5,3,1,3
2021,86042,453100,3,1,2,1,0
2021,86042,461011,51,8,5,2,3
2021,86042,461012,9,3,3,2,0
2021,86042,461019,3,5,2,2,0
2021,86042,463129,6,1,1,1,0
2021,86042,463170,1,1,1,1,2
2021,86042,463180,6,4,1,1,0
2021,86042,463219,10,2,1,1,0
2021,86042,466110,5,1,1,1,0
2021,86042,466932,19,3,3,1,0
2021,86042,471130,1,1,1,1,0
2021,86042,472190,6,1,3,1,0
2021,86042,475300,7,5,3,3,0
2021,86042,492229,22,1,3,1,0
2021,86042,492290,16,1,5,1,0
2021,86042,530010,2,2,1,1,0
2021,86042,641930,10,4,2,2,0
2021,86042,681099,3,1,3,1,0
2021,86042,692000,2,1,2,1,0
2021,86042,801090,7,3,2,2,0
2021,86042,812010,2,1,2,1,0
2021,86042,821100,5,3,1,1,0
2021,86042,829900,2,4,1,3,0
2021,86042,852100,7,23,2,2,0
2021,86042,869090,1,4,1,4,0
2021,86042,949910,1,2,1,1,0
2021,86042,949990,1,2,1,2,0
2021,86049,11111,2,1,1,1,2
2021,86049,11119,14,1,6,1,0
2021,86049,11211,62,2,13,2,0
2021,86049,11501,20,4,10,3,0
2021,86049,13011,23,2,1,1,0
2021,86049,14113,85,5,24,4,1
2021,86049,14114,16,3,4,2,0
2021,86049,14910,8,1,2,1,2
2021,86049,89900,112,17,5,3,0
2021,86049,101011,52,4,7,2,9
2021,86049,101020,4,1,1,1,0
2021,86049,101030,1,1,1,1,2
2021,86049,103099,2,2,1,1,2
2021,86049,104011,9,4,2,2,4
2021,86049,105030,16,4,5,2,0
2021,86049,105090,2,1,1,1,2
2021,86049,107110,13,6,1,1,0
2021,86049,107121,38,18,11,9,2
2021,86049,107129,130,84,38,35,0
2021,86049,107309,6,10,3,3,0
2021,86049,107500,5,3,2,1,0
2021,86049,107911,15,3,1,1,2
2021,86049,107999,42,9,4,3,0
2021,86049,108000,26,1,2,1,0
2021,86049,110212,8,1,1,1,0
2021,86049,110300,2,2,1,2,0
2021,86049,110411,11,3,2,1,0
2021,86049,110412,40,3,4,1,0
2021,86049,110492,34,5,1,1,0
2021,86049,131110,127,6,3,1,2
2021,86049,141199,2,20,2,4,0
2021,86049,151200,14,2,2,1,0
2021,86049,181101,56,15,1,1,0
2021,86049,181109,46,15,7,4,0
2021,86049,181200,13,2,5,2,0
2021,86049,202311,2,1,1,1,0
2021,86049,202312,3,1,2,1,3
2021,86049,239201,75,11,1,1,0
2021,86049,259991,10,1,1,1,0
2021,86049,259999,2,1,1,1,0
2021,86049,266090,18,17,2,2,0
2021,86049,267001,1,2,1,1,0
2021,86049,272000,1,1,1,1,0
2021,86049,310010,32,3,8,2,0
2021,86049,310020,55,2,1,1,0
2021,86049,310030,3,3,3,2,2
2021,86049,329090,4,1,1,1,0
2021,86049,331900,8,1,4,1,0
2021,86049,351320,325,46,1,1,0
2021,86049,352020,13,7,1,1,0
2021,86049,360010,16,7,2,2,0
2021,86049,360020,218,36,2,2,0
2021,86049,381200,11,2,1,1,0
2021,86049,410011,1344,50,66,22,0
2021,86049,410021,1360,61,110,26,2
2021,86049,421000,654,40,47,12,0
2021,86049,422100,6,1,3,1,0
2021,86049,422200,1129,24,26,11,0
2021,86049,429010,122,4,3,2,0
2021,86049,429090,303,8,16,4,0
2021,86049,432190,91,11,17,7,0
2021,86049,432200,37,1,8,1,0
2021,86049,439100,26,1,1,1,0
2021,86049,439990,52,5,3,2,0
2021,86049,451110,205,87,15,11,0
2021,86049,451190,75,30,7,6,0
2021,86049,451290,1,3,1,2,0
2021,86049,452800,70,3,6,2,0
2021,86049,452990,63,3,18,2,0
2021,86049,453100,15,4,6,3,0
2021,86049,453210,74,16,9,5,0
2021,86049,453291,94,16,39,9,0
2021,86049,454010,54,6,21,4,0
2021,86049,461012,8,1,2,1,2
2021,86049,461014,13,6,1,1,0
2021,86049,461021,2,1,1,1,0
2021,86049,461039,26,12,2,1,0
2021,86049,461040,30,7,2,2,0
2021,86049,461091,1,1,1,1,0
2021,86049,461099,21,9,3,5,0
2021,86049,463112,61,5,12,3,0
2021,86049,463121,13,2,3,1,0
2021,86049,463129,14,8,1,2,0
2021,86049,463140,25,2,3,1,1
2021,86049,463152,3,1,1,1,0
2021,86049,463160,41,13,6,5,0
2021,86049,463199,129,16,23,9,0
2021,86049,463219,36,16,8,6,0
2021,86049,463220,22,4,5,2,0
2021,86049,463300,98,11,6,3,0
2021,86049,464112,1,3,1,1,0
2021,86049,464113,2,1,1,1,0
2021,86049,464129,3,7,2,5,0
2021,86049,464221,4,1,3,1,0
2021,86049,464222,15,2,6,1,0
2021,86049,464310,46,38,15,16,1
2021,86049,464320,16,13,2,5,3
2021,86049,464330,10,8,3,4,0
2021,86049,464410,1,1,1,1,0
2021,86049,464920,17,1,4,1,0
2021,86049,464940,8,2,2,1,0
2021,86049,464950,1,2,1,2,0
2021,86049,465100,7,5,2,4,0
2021,86049,465210,3,1,2,1,0
2021,86049,465220,45,6,2,1,0
2021,86049,465340,4,1,1,1,0
2021,86049,465350,8,2,3,2,0
2021,86049,465610,7,2,3,2,0
2021,86049,465990,9,2,4,2,0
2021,86049,466110,11,2,4,2,0
2021,86049,466320,3,1,2,1,0
2021,86049,466330,9,2,2,2,0
2021,86049,466360,5,2,1,1,0
2021,86049,466399,95,18,7,4,1
2021,86049,469090,103,26,8,5,0
2021,86049,471110,273,160,7,5,12
2021,86049,471120,155,89,31,23,0
2021,86049,471130,87,32,25,17,0
2021,86049,471190,27,42,20,22,0
2021,86049,471900,8,2,1,1,0
2021,86049,472111,7,2,5,2,0
2021,86049,472112,8,1,5,1,0
2021,86049,472120,6,18,4,9,0
2021,86049,472130,89,8,27,6,0
2021,86049,472140,6,4,4,3,0
2021,86049,472160,6,1,4,1,0
2021,86049,472171,98,81,30,33,0
2021,86049,472190,87,58,24,23,0
2021,86049,472200,11,3,5,3,0
2021,86049,473000,415,125,58,33,0
2021,86049,474010,29,7,14,6,0
2021,86049,474020,55,53,5,13,0
