anio,id_departamento,clae6,Empleo_Varones,Empleo_Mujeres,Establecimientos_Varones,Establecimientos_Mujeres,empresas_exportadoras
2022,22070,461011,19,1,1,1,0
2022,22070,463111,11,1,1,1,0
2022,22070,463160,27,8,1,1,0
2022,22070,466391,9,2,1,1,0
2022,22070,469090,15,3,2,1,0
2022,22070,471120,9,4,6,4,0
2022,22070,471130,24,8,4,2,0
2022,22070,471190,8,3,1,1,0
2022,22070,471900,4,5,1,1,0
2022,22070,472130,16,6,2,1,0
2022,22070,472171,3,2,2,1,0
2022,22070,472190,9,5,2,2,0
2022,22070,473000,21,4,3,2,0
2022,22070,475290,6,1,5,1,0
2022,22070,475300,2,1,1,1,0
2022,22070,475410,3,2,1,1,0
2022,22070,475490,12,2,5,1,0
2022,22070,476130,1,1,1,1,0
2022,22070,477140,1,1,1,1,0
2022,22070,477190,2,19,2,9,0
2022,22070,477310,2,12,2,9,0
2022,22070,491200,16,1,1,1,0
2022,22070,492290,5,1,3,1,0
2022,22070,530010,1,1,1,1,2
2022,22070,551022,2,6,1,2,0
2022,22070,551023,3,3,2,2,0
2022,22070,641930,27,6,3,2,0
2022,22070,780000,17,1,1,1,0
2022,22070,812010,1,6,1,2,0
2022,22070,829100,2,1,1,1,0
2022,22070,841900,5,4,2,2,0
2022,22070,851020,10,39,1,2,0
2022,22070,852100,40,47,1,1,0
2022,22070,861010,5,31,1,1,0
2022,22070,863110,3,8,2,3,0
2022,22070,863200,4,4,1,1,0
2022,22070,869090,2,20,1,3,0
2022,22070,870220,77,92,1,1,0
2022,22070,920009,9,7,1,3,0
2022,22070,942000,4,2,2,2,0
2022,22070,949100,1,1,1,1,0
2022,22070,949990,18,38,4,2,0
2022,22077,11400,7,1,2,1,0
2022,22077,14113,27,1,11,1,0
2022,22077,101091,46,5,1,1,2
2022,22077,107129,2,3,2,2,0
2022,22077,107999,18,6,1,1,0
2022,22077,131132,12,2,1,1,2
2022,22077,131209,434,24,1,1,2
2022,22077,181109,12,2,1,1,0
2022,22077,201120,331,20,1,1,2
2022,22077,202101,8,2,1,1,0
2022,22077,210020,6,4,1,1,0
2022,22077,239201,74,8,1,1,0
2022,22077,239209,25,1,1,1,0
2022,22077,271010,1,1,1,1,2
2022,22077,310010,53,9,3,2,0
2022,22077,310030,12,2,3,2,0
2022,22077,360020,3,1,2,1,0
2022,22077,461040,14,6,1,1,0
2022,22077,466121,23,3,1,1,0
2022,22077,473000,40,8,2,2,0
2022,22077,475220,2,4,1,1,0
2022,22077,475410,3,1,2,1,0
2022,22077,477190,2,1,1,1,0
2022,22077,477310,2,3,2,2,0
2022,22077,551022,1,3,1,1,0
2022,22077,561030,1,2,1,2,0
2022,22077,942000,3,1,2,1,0
2022,22077,949100,2,1,1,1,0
2022,22084,11112,51,5,1,1,2
2022,22084,11400,4,5,2,3,0
2022,22084,14113,130,1,64,1,0
2022,22084,22020,41,2,16,1,0
2022,22084,105030,2,1,1,1,0
2022,22084,202101,3,1,1,1,2
2022,22084,329090,61,7,1,1,2
2022,22084,351320,55,6,7,2,0
2022,22084,410011,9,1,2,1,0
2022,22084,410021,65,4,2,1,0
2022,22084,453291,17,1,2,1,0
2022,22084,461011,4,1,1,1,0
2022,22084,463160,19,1,2,1,0
2022,22084,463180,4,1,1,1,0
2022,22084,463199,11,3,1,1,0
2022,22084,466391,4,4,2,3,0
2022,22084,471130,1,1,1,1,0
2022,22084,472120,11,4,6,4,0
2022,22084,472130,17,4,3,1,0
2022,22084,472171,3,3,3,1,0
2022,22084,473000,64,12,6,4,0
2022,22084,475290,90,2,5,1,0
2022,22084,475410,1,1,1,1,0
2022,22084,475490,3,1,2,1,0
2022,22084,477310,9,16,5,12,0
2022,22084,477470,8,2,3,2,0
2022,22084,491110,4,3,1,1,0
2022,22084,492190,18,1,2,1,0
2022,22084,492229,1,1,1,1,0
2022,22084,620100,1,2,1,1,0
2022,22084,641930,10,8,3,2,0
2022,22084,662020,2,2,2,2,0
2022,22084,692000,1,1,1,1,0
2022,22084,801090,8,2,2,1,0
2022,22084,812010,4,1,2,1,0
2022,22084,812090,4,4,1,1,0
2022,22084,851020,23,30,1,3,0
2022,22084,862110,5,2,3,1,0
2022,22084,869090,2,1,2,1,0
2022,22084,949990,9,5,6,2,0
2022,22091,11119,58,3,21,3,0
2022,22091,11129,4,1,3,1,0
2022,22091,11501,74,11,39,8,0
2022,22091,14113,42,6,15,2,0
2022,22091,14121,2,2,2,2,0
2022,22091,22020,98,13,40,10,0
2022,22091,351320,16,2,2,2,0
2022,22091,410011,72,1,3,1,0
2022,22091,453291,2,1,2,1,0
2022,22091,466320,69,6,1,1,2
2022,22091,471120,3,1,1,1,0
2022,22091,471130,4,2,3,2,0
2022,22091,472130,1,2,1,2,0
2022,22091,472171,5,1,1,1,0
2022,22091,473000,9,5,3,3,0
2022,22091,475290,3,2,2,1,0
2022,22091,475300,8,5,2,2,0
2022,22091,475440,1,1,1,1,0
2022,22091,475490,6,1,2,1,0
2022,22091,477310,3,4,2,2,0
2022,22091,477410,1,2,1,1,0
2022,22091,602200,5,1,1,1,0
2022,22091,641930,7,3,2,2,0
2022,22091,812010,2,3,1,1,0
2022,22091,841900,2,1,1,1,0
2022,22091,851020,22,66,2,2,0
2022,22091,852100,10,23,1,1,0
2022,22091,854940,21,40,1,1,0
2022,22091,862200,1,3,1,2,0
2022,22091,869090,2,1,2,1,0
2022,22091,920009,3,5,1,1,0
2022,22091,942000,1,1,1,1,0
2022,22091,949990,4,10,3,5,0
2022,22098,11112,30,3,2,1,0
2022,22098,11119,40,1,16,1,0
2022,22098,11211,20,2,15,2,0
2022,22098,11291,29,1,8,1,0
2022,22098,11501,326,11,125,10,2
2022,22098,14113,149,3,61,3,0
2022,22098,22020,18,1,5,1,0
2022,22098,101011,3,2,2,1,0
2022,22098,101012,11,1,2,1,0
2022,22098,107200,4,1,1,1,2
2022,22098,110411,3,1,2,1,0
2022,22098,131110,138,12,11,5,0
2022,22098,131132,57,1,3,1,4
2022,22098,139900,25,32,1,1,0
2022,22098,281900,2,2,1,1,0
2022,22098,410021,23,2,3,1,0
2022,22098,422200,14,1,2,1,0
2022,22098,451110,5,2,1,1,0
2022,22098,453210,2,1,1,1,0
2022,22098,453291,23,1,11,1,0
2022,22098,454010,26,6,9,2,0
2022,22098,462120,16,2,1,2,0
2022,22098,462190,2,2,1,1,0
2022,22098,463160,52,2,3,2,0
2022,22098,463170,12,1,3,1,0
2022,22098,463220,18,1,3,1,0
2022,22098,464223,3,1,1,1,0
2022,22098,466121,13,1,1,1,0
2022,22098,466932,17,8,3,1,0
2022,22098,471120,110,13,4,3,0
2022,22098,471130,20,6,6,4,0
2022,22098,471190,1,1,1,1,0
2022,22098,471900,3,1,1,1,0
2022,22098,472120,6,2,3,2,0
2022,22098,472130,10,1,8,1,0
2022,22098,472140,2,1,2,1,0
2022,22098,472160,15,1,3,1,0
2022,22098,472171,2,1,2,1,0
2022,22098,472172,1,1,1,1,0
2022,22098,472190,52,21,10,8,0
2022,22098,473000,61,12,11,5,0
2022,22098,474010,7,5,2,1,0
2022,22098,475230,17,1,7,1,0
2022,22098,475240,3,1,2,1,0
2022,22098,475290,55,9,7,4,0
2022,22098,475300,22,6,3,3,0
2022,22098,475490,60,21,4,4,0
2022,22098,476130,5,8,2,4,0
2022,22098,476400,2,9,2,4,0
2022,22098,477140,1,9,1,2,0
2022,22098,477190,7,17,3,14,0
2022,22098,477220,2,4,2,4,0
2022,22098,477310,45,43,14,16,8
2022,22098,477320,1,3,1,2,0
2022,22098,477490,17,1,2,1,2
2022,22098,491110,6,1,1,1,0
2022,22098,492150,29,7,2,2,0
2022,22098,524190,25,2,1,1,0
2022,22098,530010,6,1,2,1,3
2022,22098,551022,12,13,2,2,0
2022,22098,551023,5,8,2,3,0
2022,22098,602200,10,1,2,1,0
2022,22098,602310,5,2,1,1,0
2022,22098,611090,6,1,3,1,1
2022,22098,614010,9,6,2,2,0
2022,22098,641930,32,9,4,3,0
2022,22098,649220,3,2,1,1,0
2022,22098,649290,7,10,4,5,0
2022,22098,651310,2,4,2,3,0
2022,22098,662020,1,1,1,1,0
2022,22098,681099,1,2,1,1,0
2022,22098,691001,2,3,2,3,0
2022,22098,691002,1,1,1,1,0
2022,22098,692000,5,4,5,3,0
2022,22098,702092,4,1,1,1,0
2022,22098,702099,4,1,2,1,0
2022,22098,711009,3,1,2,1,0
2022,22098,812010,2,7,2,1,0
2022,22098,841900,3,7,2,2,0
2022,22098,851020,92,320,7,8,0
2022,22098,852100,13,28,1,1,0
2022,22098,852200,33,28,1,2,0
2022,22098,853100,3,20,1,1,0
2022,22098,863110,1,8,1,6,0
2022,22098,863200,22,11,1,1,2
2022,22098,869090,20,58,4,4,0
2022,22098,880000,1,11,1,1,0
2022,22098,920001,2,2,2,2,0
2022,22098,920009,25,25,3,3,0
2022,22098,941100,4,4,1,1,0
2022,22098,942000,6,3,4,2,0
2022,22098,949100,14,25,4,2,0
2022,22098,949990,40,99,4,7,0
2022,22105,11119,141,3,61,3,0
2022,22105,11130,1,1,1,1,2
2022,22105,11211,17,1,9,1,0
2022,22105,11299,1,2,1,1,0
2022,22105,14113,16,1,7,1,0
2022,22105,16119,12,3,1,1,0
2022,22105,104011,102,1,1,1,2
2022,22105,105030,1,3,1,1,0
2022,22105,107129,1,4,1,1,0
2022,22105,139900,15,12,2,1,0
2022,22105,351320,11,1,1,1,0
2022,22105,454010,5,2,2,1,0
2022,22105,461011,13,3,3,2,0
2022,22105,461012,3,1,1,1,2
2022,22105,466399,1,1,1,1,0
2022,22105,473000,11,4,2,1,0
2022,22105,475440,1,6,1,2,0
2022,22105,475490,7,3,3,2,0
2022,22105,476130,1,3,1,2,0
2022,22105,477190,2,3,2,2,0
2022,22105,477310,4,6,3,3,0
2022,22105,477490,1,1,1,1,0
2022,22105,530010,3,1,1,1,2
2022,22105,551022,2,4,1,2,0
2022,22105,602310,12,4,2,2,0
2022,22105,641930,11,4,2,1,0
2022,22105,651310,4,4,2,1,0
2022,22105,681099,1,1,1,1,0
2022,22105,682099,2,1,2,1,0
2022,22105,692000,1,4,1,4,0
2022,22105,711009,11,1,2,1,0
2022,22105,812010,5,9,1,3,0
2022,22105,852100,14,17,1,1,0
2022,22105,854940,6,24,1,1,0
2022,22105,869090,4,13,3,4,0
2022,22105,920009,7,2,1,1,0
2022,22105,949910,1,1,1,1,0
2022,22105,949990,8,9,4,6,0
2022,22112,11501,56,2,24,1,0
2022,22112,131110,29,4,2,1,0
2022,22112,410011,47,5,2,2,0
2022,22112,410021,28,1,1,1,0
2022,22112,454010,2,1,1,1,0
2022,22112,471120,11,5,1,1,0
2022,22112,473000,14,2,3,1,0
2022,22112,475290,9,1,1,1,0
2022,22112,477310,1,6,1,5,0
2022,22112,611090,1,2,1,1,0
2022,22112,641930,5,1,1,1,0
2022,22112,812010,9,10,2,3,0
2022,22112,851020,5,18,1,1,0
2022,22112,852100,3,15,1,1,0
2022,22119,11211,6,1,4,1,0
2022,22119,11400,1,1,1,1,0
2022,22119,14113,84,3,34,3,0
2022,22119,101011,52,1,1,1,0
2022,22119,161001,24,3,10,3,0
2022,22119,241009,4,1,1,1,0
2022,22119,351320,475,100,4,1,0
2022,22119,410011,18,1,2,1,0
2022,22119,421000,44,1,5,1,0
2022,22119,461021,2,2,1,1,0
2022,22119,463129,4,1,1,1,0
2022,22119,466110,11,3,1,1,0
2022,22119,471130,5,2,2,1,0
2022,22119,472190,1,1,1,1,0
2022,22119,473000,28,7,2,1,0
2022,22119,475290,12,1,3,1,0
2022,22119,477310,1,2,1,1,0
2022,22119,477410,2,1,2,1,0
2022,22119,477470,3,1,1,1,0
2022,22119,641930,3,2,1,1,0
2022,22119,801090,3,1,1,1,0
2022,22119,812010,1,5,1,1,0
2022,22119,852100,15,22,1,1,0
2022,22119,854940,2,5,1,1,0
2022,22119,861010,1,6,1,1,0
2022,22119,900030,1,1,1,1,0
2022,22119,920009,9,1,1,1,0
2022,22119,949930,12,3,1,1,0
2022,22126,11400,5,2,3,2,0
2022,22126,107129,8,3,2,1,0
2022,22126,473000,25,1,1,1,0
2022,22126,477310,1,2,1,1,0
2022,22126,631110,1,4,1,1,0
2022,22126,639100,3,3,1,1,0
2022,22126,812010,13,20,6,6,0
2022,22126,920001,1,1,1,1,0
2022,22133,11211,5,2,2,2,0
2022,22133,14113,25,1,14,1,0
2022,22133,101011,17,1,1,1,0
2022,22133,131110,51,1,2,1,0
2022,22133,162201,37,1,19,1,0
2022,22133,239201,4,8,2,4,0
2022,22133,351320,42,1,1,1,0
2022,22133,410011,9,2,2,2,0
2022,22133,421000,25,1,2,1,0
2022,22133,451190,14,2,1,1,0
2022,22133,454010,5,4,3,2,0
2022,22133,463112,8,1,2,1,0
2022,22133,463199,25,3,3,1,0
2022,22133,471120,5,1,3,1,0
2022,22133,471130,5,3,2,2,0
2022,22133,472112,1,3,1,1,0
2022,22133,472130,11,2,3,2,0
2022,22133,472172,15,6,1,1,0
2022,22133,472190,7,2,2,2,0
2022,22133,473000,21,2,4,2,0
2022,22133,475220,1,2,1,1,0
2022,22133,475230,11,2,8,1,0
2022,22133,475490,17,4,3,1,0
2022,22133,476130,4,4,1,2,0
2022,22133,477310,8,13,5,9,0
2022,22133,479900,1,3,1,1,0
2022,22133,551022,3,1,1,1,0
2022,22133,551023,1,1,1,1,0
2022,22133,602100,8,4,2,2,0
2022,22133,641930,12,5,2,2,0
2022,22133,651310,3,3,2,1,0
2022,22133,662020,1,1,1,1,0
2022,22133,692000,5,1,3,1,0
2022,22133,812010,2,3,1,1,0
2022,22133,851020,37,128,2,2,0
2022,22133,854990,11,19,1,1,0
2022,22133,869090,5,25,2,2,0
2022,22133,920009,8,4,1,1,0
2022,22133,941100,2,3,1,1,0
2022,22133,949100,1,1,1,1,0
2022,22133,949990,1,1,1,1,0
2022,22140,11119,18,1,6,1,0
2022,22140,12110,18,7,1,1,2
2022,22140,13020,7,1,1,1,0
2022,22140,14113,472,33,133,21,0
2022,22140,14115,6,4,2,3,0
2022,22140,14121,12,1,2,1,0
2022,22140,14820,8,2,3,2,0
2022,22140,61000,24,2,2,1,3
2022,22140,81300,34,1,5,1,0
2022,22140,101011,28,1,5,1,0
2022,22140,101020,10,4,1,1,2
2022,22140,101030,29,7,3,1,3
2022,22140,101040,26,1,3,1,0
2022,22140,104012,2,2,1,1,0
2022,22140,104013,22,2,2,1,3
2022,22140,105020,11,1,1,1,2
2022,22140,105030,16,5,3,2,0
2022,22140,105090,42,5,2,2,4
2022,22140,106110,55,5,1,1,2
2022,22140,107110,6,4,2,2,0
2022,22140,107121,22,8,6,3,0
2022,22140,107129,118,54,35,26,0
2022,22140,107309,2,1,1,1,0
2022,22140,107410,43,12,8,5,0
2022,22140,107911,27,3,1,1,2
2022,22140,107999,91,40,7,8,0
2022,22140,110212,3,1,3,1,4
2022,22140,110300,14,2,7,2,1
2022,22140,110411,7,2,3,1,0
2022,22140,110412,13,1,3,1,0
2022,22140,110420,96,2,1,1,2
2022,22140,110491,2,1,2,1,0
2022,22140,139209,51,47,5,4,0
2022,22140,141120,6,18,2,4,0
2022,22140,141140,5,1,1,1,0
2022,22140,141199,13,27,5,7,0
2022,22140,151200,3,2,1,2,0
2022,22140,152021,5,3,2,1,0
2022,22140,161001,29,1,4,1,0
2022,22140,161002,3,1,1,1,0
2022,22140,162201,12,1,2,1,0
2022,22140,162202,15,1,3,1,0
2022,22140,170201,3,1,1,1,0
2022,22140,170910,2,2,1,1,0
2022,22140,170990,2,1,1,1,0
2022,22140,181101,72,31,3,2,0
2022,22140,181109,41,5,9,5,0
2022,22140,181200,18,3,8,3,0
2022,22140,201110,10,8,1,2,3
2022,22140,202101,16,14,3,4,3
2022,22140,202200,2,1,2,1,3
2022,22140,202908,40,12,3,3,0
2022,22140,210010,37,2,14,2,16
2022,22140,221909,13,4,3,1,3
2022,22140,222010,210,17,4,3,0
2022,22140,222090,60,8,7,4,4
2022,22140,231090,31,9,3,1,0
2022,22140,239201,3,3,1,2,0
2022,22140,239591,141,3,9,2,0
2022,22140,239592,189,6,6,2,2
2022,22140,239600,3,3,1,2,2
2022,22140,239900,16,3,1,2,1
2022,22140,251101,42,2,9,2,0
2022,22140,251102,24,1,5,1,0
2022,22140,259200,34,1,2,1,3
2022,22140,259993,18,1,3,1,0
2022,22140,259999,19,2,4,1,0
2022,22140,266090,5,5,1,1,0
2022,22140,267001,8,6,3,3,0
2022,22140,275091,1,1,1,1,2
2022,22140,279000,3,2,1,1,0
2022,22140,281900,7,4,2,2,2
2022,22140,282909,5,2,1,1,0
2022,22140,292000,14,2,3,2,0
2022,22140,293011,6,1,2,1,0
2022,22140,293090,39,1,4,1,0
2022,22140,309200,144,25,2,2,4
2022,22140,310010,43,9,16,5,0
2022,22140,310030,87,18,12,8,5
2022,22140,329030,12,1,3,1,0
2022,22140,329090,10,2,3,1,0
2022,22140,331900,17,2,7,1,0
2022,22140,351201,85,4,2,2,0
2022,22140,351320,195,50,7,3,0
2022,22140,360020,2372,755,4,1,0
2022,22140,381100,37,2,2,1,0
2022,22140,390000,1,2,1,1,0
2022,22140,410011,1411,59,97,28,1
2022,22140,410021,2090,101,95,21,1
2022,22140,421000,383,45,26,7,0
2022,22140,422200,188,2,13,1,0
2022,22140,429010,333,10,4,3,0
2022,22140,429090,513,25,33,10,0
2022,22140,431210,69,9,8,4,0
2022,22140,432190,361,33,30,12,0
2022,22140,432200,19,1,2,1,0
2022,22140,432990,27,3,3,2,0
2022,22140,439100,12,1,2,1,0
2022,22140,439990,71,11,9,4,0
2022,22140,451110,527,207,25,22,0
2022,22140,451190,171,44,12,8,0
2022,22140,451210,2,1,1,1,0
2022,22140,451290,5,1,3,1,0
2022,22140,452220,10,3,2,3,0
2022,22140,452300,12,1,4,1,0
2022,22140,452990,62,5,24,5,0
2022,22140,453100,165,8,26,7,0
2022,22140,453210,64,8,18,7,0
2022,22140,453291,152,13,56,9,0
2022,22140,453292,6,1,1,1,0
2022,22140,454010,96,16,35,8,0
2022,22140,461011,67,15,4,3,2
2022,22140,461021,30,6,3,2,0
2022,22140,461039,13,15,5,4,0
2022,22140,461040,59,9,4,3,0
2022,22140,461092,8,4,4,1,0
2022,22140,461094,13,2,2,2,0
2022,22140,461099,43,31,9,7,0
2022,22140,462131,19,1,1,1,2
2022,22140,462132,10,2,4,2,0
2022,22140,462190,13,3,2,2,3
2022,22140,463112,116,7,5,5,0
2022,22140,463121,36,3,8,2,0
2022,22140,463129,13,1,3,1,0
2022,22140,463140,6,1,3,1,0
2022,22140,463151,1,1,1,1,0
2022,22140,463154,1,1,1,1,0
2022,22140,463160,118,13,4,2,1
2022,22140,463170,152,10,10,3,1
2022,22140,463180,388,42,9,5,2
2022,22140,463199,177,18,26,9,0
2022,22140,463211,85,5,6,3,0
2022,22140,463219,271,29,5,2,0
2022,22140,463220,45,4,4,2,0
2022,22140,463300,46,2,4,2,0
2022,22140,464129,3,16,3,4,0
2022,22140,464142,18,5,2,3,0
2022,22140,464150,2,1,1,1,0
2022,22140,464211,4,2,1,1,0
2022,22140,464212,4,1,1,1,0
2022,22140,464223,108,44,5,5,0
2022,22140,464310,227,58,21,14,4
2022,22140,464320,29,16,4,8,2
2022,22140,464330,6,3,3,2,0
2022,22140,464340,27,4,5,3,0
2022,22140,464410,14,12,4,4,0
2022,22140,464420,15,29,1,2,0
2022,22140,464610,16,3,2,1,0
2022,22140,464620,51,7,4,3,0
2022,22140,464920,142,43,6,4,0
2022,22140,464999,10,2,2,2,0
2022,22140,465210,16,5,5,4,0
2022,22140,465310,27,6,7,2,0
2022,22140,465330,3,2,1,1,0
2022,22140,465350,6,1,3,1,0
2022,22140,465390,28,7,5,4,2
2022,22140,465690,3,1,2,1,0
2022,22140,465910,13,1,3,1,0
2022,22140,465920,6,1,2,1,0
2022,22140,465990,32,6,4,4,2
2022,22140,466110,43,5,9,2,0
2022,22140,466121,148,12,4,2,0
2022,22140,466200,28,2,3,2,0
2022,22140,466320,25,4,5,2,1
2022,22140,466330,45,7,13,5,0
2022,22140,466340,6,1,3,1,0
2022,22140,466360,4,1,2,1,0
2022,22140,466391,20,3,2,2,0
2022,22140,466399,222,29,19,9,0
2022,22140,466932,20,4,4,2,0
2022,22140,466990,37,2,3,1,0
2022,22140,469090,102,10,11,8,0
2022,22140,471110,346,194,5,5,8
2022,22140,471120,411,200,53,43,6
2022,22140,471130,106,48,50,22,0
2022,22140,471190,192,57,38,22,0
2022,22140,471900,12,17,5,5,0
2022,22140,472111,13,5,6,3,0
2022,22140,472112,9,5,4,2,0
2022,22140,472120,19,29,14,10,0
2022,22140,472130,109,20,44,17,0
2022,22140,472140,22,8,10,7,0
2022,22140,472160,25,8,14,5,0
2022,22140,472171,78,63,30,38,0
2022,22140,472172,7,1,6,1,0
2022,22140,472190,122,54,50,28,0
2022,22140,472200,28,7,11,5,0
2022,22140,473000,469,129,47,31,0
2022,22140,474010,72,34,18,11,0
2022,22140,474020,28,37,10,14,0
2022,22140,475110,6,6,4,4,0
2022,22140,475190,11,26,5,8,0
2022,22140,475210,6,2,3,2,0
2022,22140,475220,52,3,10,3,0
2022,22140,475230,144,26,38,11,0
2022,22140,475240,112,17,26,11,0
2022,22140,475250,17,1,4,1,0
2022,22140,475290,324,76,34,14,0
2022,22140,475300,591,248,34,24,0
2022,22140,475410,17,5,10,4,0
2022,22140,475420,25,13,10,6,0
2022,22140,475430,41,7,4,3,0
2022,22140,475440,17,19,7,11,0
2022,22140,475490,109,135,14,11,0
2022,22140,476110,7,22,5,11,2
2022,22140,476120,3,3,2,2,0
2022,22140,476130,62,55,20,19,0
2022,22140,476200,3,1,2,1,0
2022,22140,476310,37,16,10,6,0
2022,22140,476320,18,7,5,2,0
2022,22140,476400,35,46,11,18,0
2022,22140,477110,12,42,2,10,0
2022,22140,477130,1,11,1,8,0
2022,22140,477140,35,41,12,15,0
2022,22140,477150,3,6,2,2,0
2022,22140,477190,133,299,57,127,0
2022,22140,477220,72,75,23,28,0
2022,22140,477230,4,6,3,3,0
2022,22140,477290,9,47,3,14,4
2022,22140,477310,271,206,69,56,0
2022,22140,477320,92,128,16,24,14
2022,22140,477330,41,35,16,17,0
2022,22140,477410,40,52,18,27,0
2022,22140,477420,13,37,6,12,0
2022,22140,477440,18,10,8,5,0
2022,22140,477450,22,6,7,3,0
2022,22140,477460,34,6,6,5,2
2022,22140,477470,29,23,12,8,0
2022,22140,477490,159,54,27,21,0
2022,22140,479101,8,8,3,3,0
2022,22140,479109,47,71,1,1,0
2022,22140,479900,2,1,2,1,0
2022,22140,491110,236,62,6,6,0
2022,22140,492110,746,19,13,7,0
2022,22140,492150,122,11,12,5,1
2022,22140,492160,5,5,2,1,0
2022,22140,492180,7,1,3,1,0
2022,22140,492190,19,2,8,2,0
2022,22140,492229,44,2,10,2,0
2022,22140,492240,3,1,1,1,0
2022,22140,492250,87,2,6,1,0
2022,22140,492280,115,5,20,3,0
2022,22140,492290,597,22,93,14,0
2022,22140,493200,4,1,1,1,2
2022,22140,511000,26,11,1,1,2
2022,22140,522099,10,4,2,2,0
2022,22140,523090,121,15,16,7,0
2022,22140,524130,7,3,1,1,0
2022,22140,524190,3,2,1,1,0
2022,22140,524220,8,1,3,1,0
2022,22140,524230,6,1,1,1,0
2022,22140,524290,4,1,1,1,0
2022,22140,524310,3,1,2,1,0
2022,22140,530010,237,112,15,9,11
2022,22140,551010,15,9,4,3,0
2022,22140,551022,61,65,8,9,0
2022,22140,551023,21,36,8,10,0
2022,22140,561011,18,16,9,8,0
2022,22140,561012,18,10,6,5,0
2022,22140,561013,108,61,16,12,0
2022,22140,561014,15,8,4,3,0
2022,22140,561019,228,100,56,44,2
2022,22140,561020,29,26,16,12,0
2022,22140,561030,39,50,16,18,0
2022,22140,562010,7,4,3,3,0
2022,22140,562099,11,10,3,5,0
2022,22140,581300,11,6,2,2,0
2022,22140,591110,2,2,1,1,0
2022,22140,591300,17,5,3,2,0
2022,22140,601000,31,15,10,6,0
2022,22140,602100,29,9,5,2,0
2022,22140,602900,3,3,2,2,0
2022,22140,611090,219,122,8,7,15
2022,22140,612000,27,14,2,2,4
2022,22140,614010,8,1,3,1,0
2022,22140,614090,27,9,4,3,0
2022,22140,619000,39,34,2,2,0
2022,22140,620100,198,68,26,12,0
2022,22140,620200,5,1,2,1,0
2022,22140,620300,16,2,1,1,0
2022,22140,620900,63,23,19,11,2
2022,22140,631110,292,109,1,1,0
2022,22140,631200,5,2,2,2,0
2022,22140,641100,2,8,1,1,0
2022,22140,641910,10,11,1,1,0
2022,22140,641930,370,296,20,20,0
2022,22140,649210,6,7,4,4,0
2022,22140,649220,18,25,3,2,0
2022,22140,649290,52,76,18,20,0
2022,22140,649999,7,2,2,2,0
2022,22140,651110,2,11,1,4,0
2022,22140,651120,4,11,3,3,0
2022,22140,651210,28,24,6,5,0
2022,22140,651220,45,50,7,9,0
2022,22140,651310,98,127,21,27,0
2022,22140,651320,3,2,1,1,0
2022,22140,661920,10,6,1,1,0
2022,22140,661999,6,16,2,2,0
2022,22140,662020,35,26,14,14,0
2022,22140,681098,59,32,30,22,0
2022,22140,681099,10,6,5,5,1
2022,22140,682091,1,3,1,3,0
2022,22140,682099,16,18,10,10,0
2022,22140,691001,21,21,14,20,0
2022,22140,691002,3,5,3,5,0
2022,22140,692000,29,40,18,28,0
2022,22140,702091,6,3,4,3,0
2022,22140,702092,20,7,11,5,0
2022,22140,702099,26,9,10,5,0
2022,22140,711003,38,14,5,2,0
2022,22140,711009,91,12,28,10,0
2022,22140,712000,31,12,4,2,0
2022,22140,722010,1,2,1,2,0
2022,22140,731009,69,37,14,8,0
2022,22140,749009,8,8,4,5,0
2022,22140,750000,6,3,5,1,0
2022,22140,773040,3,4,1,1,0
2022,22140,773090,17,1,3,1,0
2022,22140,780000,167,24,19,10,0
2022,22140,791100,37,19,11,9,0
2022,22140,791200,7,1,3,1,0
2022,22140,801010,170,30,2,2,2
2022,22140,801020,4,2,1,1,0
2022,58084,551022,4,3,2,1,0
2022,58084,551090,1,1,1,1,0
2022,58084,931020,79,29,1,1,0
2022,58091,14113,1,1,1,1,0
2022,58091,61000,449,55,7,5,10
2022,58091,81300,31,5,2,1,0
2022,58091,91000,2048,125,40,19,18
2022,58091,107129,8,7,3,3,0
2022,58091,107999,4,1,1,1,0
2022,58091,110412,1,1,1,1,0
2022,58091,170990,2,2,1,1,0
2022,58091,202908,38,3,1,1,2
2022,58091,251200,36,4,4,2,1
2022,58091,259993,21,2,4,2,2
2022,58091,281301,20,1,1,1,2
2022,58091,281900,45,3,4,1,0
2022,58091,282909,2,1,1,1,2
2022,58091,390000,55,8,1,1,0
2022,58091,410011,47,6,3,1,0
2022,58091,410021,87,3,6,2,1
2022,58091,422200,48,4,6,1,0
2022,58091,429090,395,46,11,8,0
2022,58091,431210,9,1,2,1,0
2022,58091,452401,5,1,2,1,0
2022,58091,452990,10,2,5,2,0
2022,58091,453291,18,6,5,4,0
2022,58091,463130,5,5,1,1,0
2022,58091,463199,12,12,3,3,0
2022,58091,463219,5,1,1,1,0
2022,58091,463220,7,5,1,1,0
2022,58091,465390,9,1,3,1,2
2022,58091,465930,10,3,2,2,0
2022,58091,466110,5,1,2,1,1
2022,58091,466399,8,1,1,1,0
2022,58091,471120,55,46,6,5,4
2022,58091,471130,13,21,7,10,0
2022,58091,471190,1,1,1,1,0
2022,58091,472120,1,1,1,1,0
2022,58091,472130,2,1,2,1,0
2022,58091,472171,13,17,2,2,0
2022,58091,472172,2,5,1,1,0
2022,58091,472200,1,1,1,1,0
2022,58091,473000,18,4,4,2,0
2022,58091,475290,26,7,6,5,0
2022,58091,475300,18,3,2,1,0
